城市,区域,店名,地址,电话,类型,评分,营业时间,品牌,经纬度,ID
东莞,东坑镇,东坑派出所,东坑镇东安路251号,0769-83881511,政府机构及社会团体;公检法机构;公安警察,[],,COSTA,"113.948880,22.980696",B03017U1B2
东莞,东坑镇,东坑科技创新基地,东坑镇一环路,[],商务住宅;产业园区;产业园区|公司企业;公司企业;公司企业,[],,COSTA,"113.931090,22.999811",B0FFGJ1XAL
东莞,东坑镇,东坑镇东坑村治保会,骏发一路129号,[],政府机构及社会团体;政府机关;乡镇以下级政府及事业单位,[],,COSTA,"113.946733,22.985675",B03017VWWY
东莞,东坑镇,东坑镇东安农业园,东坑镇洪冠学校路口对面,[],公司企业;农林牧渔基地;其它农林牧渔基地,[],,COSTA,"113.946371,22.966182",B0FFG8K3ZC
东莞,东坑镇,东坑镇中心幼儿园,东坑镇骏发三路104号,0769-82809678,科教文化服务;学校;幼儿园,0.0,,COSTA,"113.930955,22.996890",B03018N723
东莞,东坑镇,东坑镇人民代表大会,东坑镇中兴大道,0769-83883998,政府机构及社会团体;政府机关;乡镇级政府及事业单位,[],,COSTA,"113.933872,22.995838",B03018J4OD
东莞,东坑镇,东坑镇人民政府,东坑镇东坑大道,[],政府机构及社会团体;政府机关;乡镇级政府及事业单位,[],,COSTA,"113.933408,22.995835",B030101R2N
东莞,东坑镇,东坑镇党建主题公园,中兴大道中,[],风景名胜;公园广场;公园,3.7,,COSTA,"113.935775,22.995044",B0H3FYA3X5
东莞,东坑镇,东坑镇出口(生态园大道南向),东莞市,[],地名地址信息;交通地名;城市快速路出口,[],,COSTA,"113.917189,23.000309",BZ7PPC00Y4
东莞,东坑镇,东坑镇办事中心,东坑镇,[],政府机构及社会团体;政府机关;乡镇级政府及事业单位,[],,COSTA,"113.933760,22.995132",B0FFJHC1QE
东莞,东坑镇,东坑镇工人文化宫,东坑镇骏发三路6号,[],科教文化服务;文化宫;文化宫,[],,COSTA,"113.930747,22.997410",B0FFM4HXGG
东莞,东坑镇,东坑镇工人文化宫广场,东皇步行街(鹰岭公园),[],风景名胜;公园广场;城市广场,4.2,,COSTA,"113.932402,22.999000",B0HRZYOIDY
东莞,东坑镇,东坑镇德昭贸易有限公司,东兴西路东一巷6号7号楼101室,0769-83690080,公司企业;公司企业;公司企业,[],,COSTA,"113.923318,23.015484",B0FFIMG8L8
东莞,东坑镇,东坑镇文化展览馆,骏发三路与骏发二路交叉口北120米,[],科教文化服务;展览馆;展览馆,4.3,,COSTA,"113.936234,22.994023",B0FFHGNOO9
东莞,东坑镇,东坑镇生态园,兴达路与福兴路交叉口西240米,[],体育休闲服务;休闲场所;采摘园,[],,COSTA,"113.920475,23.027125",B0LUXOOJB0
东莞,东坑镇,东坑镇篮球馆,东坑科技路与东坑大道交叉口南140米,0769-83867983,体育休闲服务;运动场馆;篮球场馆,3.9,,COSTA,"113.928870,22.984431",B0FFL1RT11
东莞,东坑镇,东坑镇给力工业园,塔新路与农泰路交叉口西280米,[],商务住宅;产业园区;产业园区,[],,COSTA,"113.957391,22.996136",B0FFKPCL7T
东莞,东坑镇,东坑镇茶亭楼,东坑东安路与苏东路交叉口东20米,[],餐饮服务;茶艺馆;茶艺馆,3.7,,COSTA,"113.947331,22.972844",B0J2K1BL6Q
东莞,东坑镇,东坑镇莞爱慈善驿站,角祥路35号,[],政府机构及社会团体;社会团体;慈善机构,[],,COSTA,"113.926988,23.012607",B0IR2S5LUV
东莞,东坑镇,东坑镇莞爱慈善驿站,东安路321号3号楼,[],政府机构及社会团体;社会团体;慈善机构,[],,COSTA,"113.951327,22.987674",B0KK2U90SQ
东莞,东坑镇,东坑镇莞爱慈善驿站(莞爱090站),东坑镇沿河西二路138号101,[],政府机构及社会团体;社会团体;慈善机构,[],,COSTA,"113.949721,22.993650",B0IR2S5E5B
东莞,东坑镇,东坑镇融合中心,骏发三路与骏发二路交叉口西北60米,[],政府机构及社会团体;政府及社会团体相关;政府及社会团体相关,[],,COSTA,"113.936045,22.993403",B0LAT11ZFZ
东莞,东坑镇,东坑镇诚耀五金制品厂,东兴西路5号,15876465466,公司企业;工厂;工厂,[],,COSTA,"113.926798,23.007809",B0K1XH4MN0
东莞,东坑镇,东坑镇青少年活动中心,东坑镇黄屋大塘一路1号,0769-83886006,体育休闲服务;休闲场所;休闲场所,[],,COSTA,"113.931848,22.999477",B0FFHD0VY4
东莞,东坑镇,东坑镇青年创业街,黄屋新兴路与东坑大道交叉口西北260米,[],商务住宅;商务住宅相关;商务住宅相关,3.3,,COSTA,"113.937445,23.005298",B0LAYRZ8G4
东莞,东坑镇,东莞农村商业银行(东坑支行),东坑镇东坑大道74号,0769-83880995,金融保险服务;银行;农村商业银行,[],,COSTA,"113.937087,22.997520",B030105NX7
东莞,东坑镇,东莞工会爱心驿站,东坑镇东坑大道中74号101,0769-83880995,政府机构及社会团体;社会团体;社会团体相关|生活服务;生活服务场所;生活服务场所,[],,COSTA,"113.936829,22.997195",B0IA2R8LB4
东莞,东坑镇,东莞市东坑元恒精密精雕加工,东坑镇东坑大道北30号,13530647121,生活服务;生活服务场所;生活服务场所,[],,COSTA,"113.939959,23.004049",B0FFL9P8CJ
东莞,东坑镇,东莞市东坑海鸿模具加工店,东坑镇东坑大道南70号,[],公司企业;工厂;工厂,4.0,,COSTA,"113.922486,22.975490",B0JKYSF8FP
东莞,东坑镇,东莞市东坑社会保险基金管理中心,东坑镇中兴大道,[],政府机构及社会团体;政府机关;乡镇级政府及事业单位,[],,COSTA,"113.936779,22.997165",B030102WW0
东莞,东坑镇,东莞市东坑辉达胶粘带制品厂,东坑镇东兴东路98号,13712009352,购物服务;家居建材市场;建材五金市场|公司企业;工厂;工厂,[],,COSTA,"113.968540,22.988550",B03017VXXE
东莞,东坑镇,东莞市东坑镇坑美工业区,东坑东兴东路与坑美工业三路交叉口东南200米,[],商务住宅;产业园区;产业园区,[],,COSTA,"113.968707,22.987898",B0LDFAX9G8
东莞,东坑镇,东莞市东坑镇富盛纺织有限公司,东坑镇长安塘茶亭楼南四享五号二楼,15878446489,公司企业;公司;公司,[],,COSTA,"113.948005,22.968946",B0LBFDYSQW
东莞,东坑镇,东莞市东坑镇文化广电服务中心,骏发二路世纪广场东南侧约40米,[],生活服务;生活服务场所;生活服务场所,4.0,,COSTA,"113.936377,22.994075",B03018N6VU
东莞,东坑镇,东莞市东坑镇水务工程运营中心,东坑大道与横东路交叉口西北380米,[],公司企业;公司;公司,[],,COSTA,"113.938710,23.013229",B0FFI8IZL0
东莞,东坑镇,东莞市东坑镇第三小学,东坑镇彭屋村迎宾路,[],科教文化服务;学校;小学,[],,COSTA,"113.921387,22.998411",B0J1MMTPAN
东莞,东坑镇,东莞市东坑镇经济联合总社,东坑镇中兴大道,[],政府机构及社会团体;社会团体;社会团体相关,[],,COSTA,"113.933874,22.995837",B030101R2H
东莞,东坑镇,东莞市东坑镇群艺中心大厦,骏发三路与东坑大道交叉口东北140米,[],商务住宅;楼宇;商务写字楼,[],,COSTA,"113.936099,22.994480",B0FFF2Q6MG
东莞,东坑镇,东莞市东坑镇象棋协会,东坑镇群艺中心大厦,[],政府机构及社会团体;社会团体;行业协会,[],,COSTA,"113.936377,22.994075",B03018N6XR
东莞,东坑镇,东莞市优特达塑胶商贸有限公司,东坑镇东坑大道北223号一楼,13543707988;13544847768,公司企业;公司;公司,1.9,,COSTA,"113.941098,23.009509",B0FFG2Q4EW
东莞,东坑镇,东莞市凌加模具钢材有限公司,东坑镇东坑大道南153号,0769-83380851;13537455456,购物服务;家居建材市场;建材五金市场|公司企业;公司;公司,3.8,,COSTA,"113.920436,22.973114",B0FFHDK0UW
东莞,东坑镇,东莞市博创智能机械科技有限公司,东坑镇新塘路37号,[],公司企业;公司;机械电子,[],,COSTA,"113.952525,22.991325",B0H3JA0TBG
东莞,东坑镇,东莞市博通电气设备工程有限公司,东坑镇黄屋工业区40号,0769-22789656,公司企业;公司;公司,[],,COSTA,"113.945059,23.000470",B0FFM4CFBZ
东莞,东坑镇,东莞市同富再生资源回收有限公司,东坑镇,0769-81912339;13827213108,公司企业;公司;公司,[],,COSTA,"113.945746,23.002729",B0G1RM0ERC
东莞,东坑镇,东莞市咖哩啡,河滨西路8号,19200276721,购物服务;服装鞋帽皮具店;服装鞋帽皮具店,3.8,,,"113.890560,22.989665",B0LGPRR810
东莞,东坑镇,东莞市哲泰机械有限公司,东坑镇东坑大道北169号,15818424706,公司企业;公司;公司,[],,COSTA,"113.939457,23.007877",B0G21S6UAC
东莞,东坑镇,东莞市明威线缆有限公司,东坑镇东坑大道南130号,0769-82981919;13424105516,公司企业;公司;公司,[],,COSTA,"113.925090,22.979614",B0K3MUSU4B
东莞,东坑镇,东莞市李江浩精密五金制品有限公司,东坑镇东坑大道南241号,[],公司企业;公司;公司,[],,COSTA,"113.922869,22.976772",B0FFKRSHLG
东莞,东坑镇,东莞市海东学校,东坑镇新塘路29号,0769-83384555,科教文化服务;学校;小学|科教文化服务;学校;中学,[],,COSTA,"113.947876,22.983723",B030101TGZ
东莞,东坑镇,东莞市粤顺起重装卸有限公司,东坑镇东坑大道南467号,13829258663,公司企业;公司;公司,[],,COSTA,"113.930355,22.989133",B0IUM78FYR
东莞,东坑镇,东莞市辉弘包装制品有限公司,东坑镇东坑大道南481号,18122882320,公司企业;公司;公司,[],,COSTA,"113.930055,22.989780",B0HDLUWRCB
东莞,东坑镇,东莞市金才五金制品有限公司,东坑镇东坑大道南60号,[],公司企业;公司;公司,[],,COSTA,"113.922206,22.975014",B0KD17K1O1
东莞,东坑镇,东莞市金江液压机械有限公司,东坑镇东坑大道北16号,[],公司企业;公司;广告装饰,4.3,,COSTA,"113.939787,23.002790",B0JKRU4ATT
东莞,东坑镇,东莞市鼎为精密智造有限公司,东坑镇东坑大道南481号1号楼101室,[],公司企业;公司企业;公司企业,[],,COSTA,"113.930148,22.989886",B0K6ZASKJ0
东莞,东坑镇,东莞证券东坑营业部,东莞市东坑镇东坑大道中62号201室,0769-83389005,金融保险服务;证券公司;证券营业厅,[],,COSTA,"113.936307,22.996165",B0FFLK3NHS
东莞,东坑镇,中共东坑镇委党校,东坑镇新门楼草塘路78号,[],科教文化服务;学校;学校,[],,COSTA,"113.950104,22.992526",B03018J9S2
东莞,东坑镇,中共东坑镇纪律检查委员会,骏发三路东坑镇政府,0769-83861033,政府机构及社会团体;政府机关;乡镇级政府及事业单位,[],,COSTA,"113.933872,22.995838",B030101R2E
东莞,东坑镇,中共东莞市东坑镇委员会,东坑镇中兴大道,0769-83381506,政府机构及社会团体;政府机关;乡镇级政府及事业单位,[],,COSTA,"113.933874,22.995837",B030105X7L
东莞,东坑镇,优品精密橡胶零件(东莞)有限公司东坑分公司,东坑镇东兴工业园二路10号,0769-83695990,汽车服务;汽车服务相关;汽车服务相关,3.7,,COSTA,"113.960307,22.986475",B0HU5UNOSV
东莞,东坑镇,俊达ZG电竞馆(东坑店),东坑镇骏达工业区,[],体育休闲服务;娱乐场所;网吧,4.0,,COSTA,"113.940530,22.984344",B03018J3X7
东莞,东坑镇,八五极致咖啡(寮步店),寮步镇香市公路石龙坑路段78号华昌公寓旁,0769-82232788,餐饮服务;咖啡厅;咖啡厅,4.4,,,"113.889568,22.981875",B0FFFT5YVU
东莞,东坑镇,八点钟咖啡工场(阳兰广场店),横沥镇创新路16号阳兰广场(中山路交汇口),15015498338,餐饮服务;咖啡厅;咖啡厅,4.2,,,"113.970583,23.016318",B0ID6NTNU8
东莞,东坑镇,创粤,东坑镇杨梅岭新围32号,[],公司企业;公司;公司,[],,COSTA,"113.917989,22.970960",B0FFGJ0O4D
东莞,东坑镇,创誉数控车床加工,东坑镇东坑大道北139号,18665186829,生活服务;生活服务场所;生活服务场所,3.9,,COSTA,"113.940170,23.006223",B0KGLR43LV
东莞,东坑镇,古茗(东坑万升荟店),东坑镇万升荟商场一楼101号,13929229442,餐饮服务;冷饮店;冷饮店,4.2,,,"113.941314,22.996151",B0HAT5YI95
东莞,东坑镇,古茗(东坑永生工业路店),东坑镇永生路47号101,13326850857,餐饮服务;冷饮店;冷饮店,4.4,,,"113.928103,22.980759",B0H0VGY0M7
东莞,东坑镇,古茗(横沥西城东部广场),横沥镇西环路478号,17688695830,餐饮服务;冷饮店;冷饮店,4.3,,,"113.940100,23.028918",B0H11SPD2Q
东莞,东坑镇,吉园咖啡,东坑镇寮边头吉园横巷2号,16717692922,餐饮服务;咖啡厅;咖啡厅,4.0,,,"113.952266,22.992151",B0I29ZHOQA
东莞,东坑镇,名奇咖啡馆(金地卓越松湖悦湾店),东坑镇沿河二路,18033002401,餐饮服务;咖啡厅;咖啡厅,4.0,,,"113.949956,22.990417",B0I34AFVS4
东莞,东坑镇,后底咖啡,寮步镇西溪村北门围后底三巷6号,13412031001,餐饮服务;咖啡厅;咖啡厅,4.1,,,"113.901036,22.996341",B0JA1RJHRQ
东莞,东坑镇,咖喱啡KA LI FEI,河滨西路与寮城三街交叉口北80米,[],餐饮服务;咖啡厅;咖啡厅,2.7,,,"113.890691,22.989759",B0LUARPJAN
东莞,东坑镇,唞唞先咖啡店(尔必地集团总部产业园店),松山湖高新技术开发区兴达路12号2栋办公楼1楼,18128583434,餐饮服务;咖啡厅;咖啡厅,4.1,,,"113.921454,23.025769",B0KKUCL99B
东莞,东坑镇,四个朋友东坑大道中店,东坑镇东坑大道中62号116室,19173518596,购物服务;购物相关场所;购物相关场所,4.1,,COSTA,"113.936722,22.995761",B0KR9ABVHX
东莞,东坑镇,四川特色面馆东坑镇店,东坑镇正崴一路199号103室,13662936099,餐饮服务;中餐厅;四川菜(川菜),3.9,,COSTA,"113.936958,22.973603",B0KR0AJ59E
东莞,东坑镇,头等舱电竞东坑华兴店,东坑镇黄屋村大塘坑10号,18938211666,体育休闲服务;娱乐场所;网吧,4.6,,COSTA,"113.934487,22.999709",B0L6F1HH68
东莞,东坑镇,寮步星空咖啡店,寮步镇十三行解放东街1号,13798783987,餐饮服务;咖啡厅;咖啡厅,3.8,,,"113.889411,22.993154",B0JGNHVZQ5
东莞,东坑镇,小埃飞咖啡(御江1号店),横沥镇沿江北路21号2号楼108室,15876449082,购物服务;购物相关场所;购物相关场所,4.1,,,"113.965766,23.016758",B0JR6HHS2Q
东莞,东坑镇,巷子柠啡,理想名苑西门旁,15999767971,餐饮服务;咖啡厅;咖啡厅,4.0,,,"113.890625,22.998425",B0K6GS30EJ
东莞,东坑镇,常乐咖啡(东坑店),东坑镇塔岗村塔坑路38号,15999794344,餐饮服务;咖啡厅;咖啡厅,4.4,,,"113.954537,22.994714",B0JR5700DQ
东莞,东坑镇,幸运咖(凫山步行街mini店),寮步镇丰华路3号2栋117室,15015445996,餐饮服务;餐饮相关场所;餐饮相关,4.2,,,"113.904902,22.977586",B0KRB5VBM6
东莞,东坑镇,广东宾豪科技股份有限公司(东莞东坑分厂),东莞市东坑镇东坑大道北82号,0769-82800000,公司企业;公司;公司,[],,COSTA,"113.942098,23.006699",B0HGVCP2RK
东莞,东坑镇,广东居峰环保科技有限公司,东坑镇东坑大道北205号,13392855038,公司企业;公司;公司,[],,COSTA,"113.940904,23.008869",B0JB1LLFR3
东莞,东坑镇,广东爱玛车业科技有限公司,东坑镇横东路223号,[],公司企业;公司;公司,3.7,,COSTA,"113.945145,23.009604",B0FFKBSCUH
东莞,东坑镇,广发广富传动件,东坑镇东坑大道中38号,0769-83887575,购物服务;家居建材市场;建材五金市场|公司企业;公司;公司,4.2,,COSTA,"113.933311,22.991389",B0JUR1GBGG
东莞,东坑镇,库迪咖啡(东莞喜悦里新悦广场店),东坑镇东坑凤兴路8号新悦广场7号楼113室(麦当劳西侧),15019970215,餐饮服务;咖啡厅;咖啡厅,4.0,,,"113.933874,22.995837",B0J3X54Y2G
东莞,东坑镇,库迪咖啡(东莞横沥南铭购物中心店),横沥镇中山路88号南铭购物乐园1层(东莞国药隔壁),18038287158,餐饮服务;咖啡厅;咖啡厅,4.2,,,"113.971119,23.013726",B0J1NSDW3L
东莞,东坑镇,库迪咖啡(东莞环球贸易广场店),大朗镇富康路229号环球贸易大厦B座1层大堂入口处,15362614973,餐饮服务;咖啡厅;咖啡厅,4.3,,,"113.921025,22.956504",B0JGS7JQQC
东莞,东坑镇,康悦印象·影院足疗SPA(东坑店),东坑镇中兴大道大和塘84号,0769-83385888,生活服务;洗浴推拿场所;洗浴推拿场所,4.9,,COSTA,"113.941244,23.007581",B0HA17FQCP
东莞,东坑镇,拾友纪,东坑镇黄屋大围一巷15号,13332677479,购物服务;购物相关场所;购物相关场所,3.8,,,"113.937122,23.005405",B0KR6LOCI9
东莞,东坑镇,捷安特自行车(东莞东坑店),东坑镇东兴中路1号,15920227041,购物服务;专卖店;自行车专卖店,4.8,,COSTA,"113.948945,22.995649",B03018N6MF
东莞,东坑镇,揾到咖啡WL Cafe,横沥镇隔坑村荔园路31号,19928175419,餐饮服务;咖啡厅;咖啡厅,4.0,,,"113.952349,23.022330",B0JUGD12E9
东莞,东坑镇,新奥燃气东坑客户服务中心,东坑镇寮边头骏发工业园,[],生活服务;生活服务场所;生活服务场所,[],,COSTA,"113.958744,22.981524",B0JBZCMYZY
东莞,东坑镇,无事咖啡,寮步解放西街41号,13925522931,餐饮服务;咖啡厅;咖啡厅,4.1,,,"113.887296,22.993605",B0JGPHJUKI
东莞,东坑镇,无逸Xin咖啡,黄屋新兴路与东坑大道北交叉口西北300米,[],餐饮服务;咖啡厅;咖啡厅,2.4,,,"113.937294,23.005600",B0KAMC6NKO
东莞,东坑镇,时刻家东坑店,东坑镇东兴西路355号-103,13416999080,购物服务;便民商店/便利店;便民商店/便利店,4.2,,COSTA,"113.917435,23.022752",B0HRHS2TSM
东莞,东坑镇,旺记啡行(东坑店),东坑镇彭屋村建设管理办公室北侧,[],餐饮服务;咖啡厅;咖啡厅,4.0,,,"113.933780,23.008566",B0KUXCTSEU
东莞,东坑镇,旺记啡行(大朗店),大朗镇环球贸易广场旺记啡行,13717344893,餐饮服务;咖啡厅;咖啡厅,4.0,,,"113.919894,22.956119",B0K3S9M7Y9
东莞,东坑镇,昉咖啡,吉园二路1号,13790620203,餐饮服务;咖啡厅;咖啡厅,4.2,,,"113.952505,22.992036",B0J17CKDFW
东莞,东坑镇,明凌,东坑镇初坑村新水塘1栋,[],公司企业;公司;冶金化工|公司企业;公司;机械电子,[],,COSTA,"113.923162,22.975006",B03018LR1T
东莞,东坑镇,有瘾精酿·咖啡,东坑东兴中路177号,13790508717,餐饮服务;咖啡厅;咖啡厅,3.9,,,"113.940798,22.997057",B0K6TSPKW0
东莞,东坑镇,望咖啡WONT(时代倾城南区店),横沥镇金麟街1号时代花园10栋09室,13480023801,餐饮服务;咖啡厅;咖啡厅,4.2,,,"113.964523,23.023273",B0I0YZTQ2U
东莞,东坑镇,杯问茶饮咖啡(松山湖店),寮步镇乐和二路1号122室,18122853115,餐饮服务;冷饮店;冷饮店,3.8,,,"113.895374,22.975502",B0JR0ZR9HC
东莞,东坑镇,松源创新科技城(东坑镇区),东坑镇迎宾路美福百货,[],商务住宅;产业园区;产业园区,[],,COSTA,"113.928893,22.996972",B0FFG27S5O
